99, 0
99, 0
1, 98
2, 98
3, 98
3, 98
4, 98
5, 98
6, 98
7, 98
8, 98
9, 98
10, 98
10, 97
10, 97
10, 97
10, 97
10, 97
10, 96
10, 95
10, 94
10, 93
10, 92
10, 91
10, 90
10, 89
10, 88
10, 86
10, 87
9, 86
9, 86
8, 86
7, 86
6, 86
6, 86
5, 86
3, 86
2, 86
1, 86
1, 86
1, 86
1, 87
1, 87
1, 88
1, 88
1, 89
1, 89
1, 89
1, 90
1, 90
1, 91
1, 91
1, 92
1, 92
1, 94
1, 95
1, 95
1, 97
1, 97
1, 97
1, 96
1, 96
1, 94
1, 93
4, 86
1, 88
2, 88
2, 88
2, 88
3, 88
3, 88
4, 88
5, 88
5, 88
5, 88
6, 88
7, 88
7, 88
8, 88
8, 88
8, 90
8, 91
8, 92
8, 90
8, 90
8, 89
8, 89
8, 89
8, 90
8, 91
8, 92
8, 94
8, 95
8, 93
8, 96
7, 96
6, 96
6, 96
5, 96
4, 96
3, 96
3, 96
2, 96
2, 96
2, 92
2, 92
3, 92
4, 92
5, 92
5, 92
5, 92
6, 92
6, 92
6, 92
7, 92
7, 92
1, 94
20, 98
20, 98
21, 98
22, 98
23, 98
24, 98
25, 97
25, 98
26, 98
27, 98
28, 98
29, 98
29, 98
30, 98
31, 98
31, 98
32, 98
33, 98
34, 98
34, 98
35, 98
36, 98
37, 98
38, 98
39, 98
40, 98
41, 98
42, 98
42, 98
43, 98
43, 98
44, 98
45, 98
45, 98
46, 98
47, 98
48, 98
48, 98
49, 98
49, 98
50, 98
50, 98
51, 98
52, 98
20, 97
20, 96
20, 95
20, 94
20, 93
20, 92
20, 91
20, 91
20, 90
20, 90
20, 89
20, 88
20, 87
20, 86
20, 84
20, 85
20, 83
20, 82
20, 81
20, 80
20, 79
20, 78
20, 77
20, 77
20, 76
20, 75
20, 74
20, 73
20, 72
20, 71
20, 70
20, 69
20, 69
20, 68
20, 67
20, 66
20, 65
20, 64
20, 63
20, 62
20, 61
20, 60
20, 59
20, 59
20, 58
20, 57
20, 57
20, 56
20, 55
20, 54
20, 53
20, 52
20, 52
20, 51
20, 49
20, 50
19, 49
19, 49
18, 49
17, 49
16, 49
16, 47
16, 48
16, 46
16, 45
16, 44
16, 44
16, 43
16, 42
16, 41
16, 40
16, 40
16, 39
16, 39
15, 39
14, 39
13, 39
13, 38
13, 38
13, 36
13, 37
14, 36
14, 36
15, 36
16, 36
16, 36
16, 35
16, 35
16, 34
16, 34
16, 33
16, 33
16, 32
17, 32
18, 32
20, 32
21, 32
22, 32
23, 32
24, 32
25, 32
25, 32
26, 32
27, 32
28, 32
28, 32
28, 32
30, 32
31, 32
32, 32
33, 32
35, 32
35, 32
34, 32
29, 32
29, 32
51, 32
36, 32
36, 32
37, 32
37, 32
38, 32
39, 32
40, 32
42, 32
43, 32
43, 32
44, 32
45, 32
46, 32
46, 32
46, 32
47, 32
50, 32
50, 32
50, 32
49, 32
49, 32
48, 32
41, 32
51, 33
51, 34
51, 35
51, 36
51, 37
51, 38
51, 39
51, 40
51, 40
51, 41
51, 42
51, 43
51, 44
51, 45
51, 46
51, 47
50, 47
49, 47
49, 47
49, 47
48, 47
48, 47
48, 47
48, 47
47, 47
47, 47
47, 47
46, 47
45, 47
44, 47
43, 47
